,Team1,1pts,Team2,2pts
198,Minnesota Timberwolves,102,Golden State Warriors,115
199,Cleveland Cavaliers,112,Philadelphia 76ers,108
200,Denver Nuggets,120,Phoenix Suns,114
201,Sacramento Kings,122,Brooklyn Nets,105
202,Los Angeles Clippers,70,Indiana Pacers,91
203,Milwaukee Bucks,104,Orlando Magic,96
204,New Orleans Pelicans,81,Dallas Mavericks,91
205,Houston Rockets,130,Portland Trail Blazers,114
206,Atlanta Hawks,94,Los Angeles Lakers,109
207,Sacramento Kings,95,Washington Wizards,101
208,Boston Celtics,112,Miami Heat,104
209,Oklahoma City Thunder,112,New York Knicks,103
210,Philadelphia 76ers,95,Toronto Raptors,122
211,Charlotte Hornets,104,Memphis Grizzlies,85
212,Utah Jazz,112,Minnesota Timberwolves,103
213,Atlanta Hawks,100,Golden State Warriors,105
214,Detroit Pistons,112,Charlotte Hornets,89
215,Los Angeles Clippers,122,Brooklyn Nets,127
216,Cleveland Cavaliers,101,Milwaukee Bucks,118
217,Los Angeles Lakers,88,New Orleans Pelicans,105
218,Orlando Magic,95,San Antonio Spurs,83
219,Houston Rockets,101,Utah Jazz,120
220,Detroit Pistons,121,Boston Celtics,114
221,Memphis Grizzlies,105,Toronto Raptors,120
222,Los Angeles Lakers,96,Chicago Bulls,90
223,New York Knicks,106,Minnesota Timberwolves,104
224,Washington Wizards,115,Oklahoma City Thunder,126
225,San Antonio Spurs,94,Dallas Mavericks,87
226,Miami Heat,106,Denver Nuggets,98
227,Atlanta Hawks,107,Phoenix Suns,109
228,Indiana Pacers,109,Portland Trail Blazers,131
