,Team1,1pts,Team2,2pts
120,Dallas Mavericks,103,Cleveland Cavaliers,95
121,New Orleans Hornets,113,Milwaukee Bucks,117
122,Denver Nuggets,100,San Antonio Spurs,126
123,Chicago Bulls,80,Los Angeles Clippers,101
124,Miami Heat,97,Phoenix Suns,88
125,Indiana Pacers,76,New York Knicks,88
126,Orlando Magic,86,Toronto Raptors,97
127,Cleveland Cavaliers,79,Philadelphia 76ers,86
128,Brooklyn Nets,99,Sacramento Kings,90
129,Golden State Warriors,109,Oklahoma City Thunder,119
130,Boston Celtics,83,Detroit Pistons,103
131,Chicago Bulls,94,Portland Trail Blazers,102
132,Houston Rockets,108,Los Angeles Lakers,119
133,Milwaukee Bucks,98,Charlotte Bobcats,102
134,Indiana Pacers,96,Washington Wizards,89
135,Orlando Magic,72,Atlanta Hawks,81
136,Denver Nuggets,97,Memphis Grizzlies,92
137,Golden State Warriors,105,Dallas Mavericks,101
138,Los Angeles Clippers,92,San Antonio Spurs,87
139,Houston Rockets,91,Utah Jazz,102
140,Toronto Raptors,98,Philadelphia 76ers,106
141,New York Knicks,102,New Orleans Hornets,80
142,Brooklyn Nets,90,Los Angeles Lakers,95
143,Toronto Raptors,97,Charlotte Bobcats,98
144,Philadelphia 76ers,83,Cleveland Cavaliers,92
145,New Orleans Hornets,107,Indiana Pacers,115
146,Detroit Pistons,74,Orlando Magic,90
147,Washington Wizards,100,Atlanta Hawks,101
148,San Antonio Spurs,112,Boston Celtics,100
149,Milwaukee Bucks,106,Miami Heat,113
150,Los Angeles Clippers,111,Oklahoma City Thunder,117
151,Chicago Bulls,89,Houston Rockets,93
152,Denver Nuggets,101,Minnesota Timberwolves,94
153,New York Knicks,111,Dallas Mavericks,114
154,Portland Trail Blazers,87,Phoenix Suns,114
155,Los Angeles Lakers,97,Sacramento Kings,113
156,Brooklyn Nets,93,Golden State Warriors,102
157,Atlanta Hawks,101,Charlotte Bobcats,91
158,Cleveland Cavaliers,104,Orlando Magic,108
159,Oklahoma City Thunder,100,Boston Celtics,108
160,Los Angeles Clippers,76,Brooklyn Nets,86
161,Toronto Raptors,90,Detroit Pistons,91
162,New York Knicks,103,Houston Rockets,131
163,San Antonio Spurs,104,Indiana Pacers,97
164,Los Angeles Lakers,98,Memphis Grizzlies,106
165,Golden State Warriors,91,Denver Nuggets,102
166,New Orleans Hornets,108,Phoenix Suns,111
167,Sacramento Kings,102,Utah Jazz,104
168,Minnesota Timberwolves,95,Portland Trail Blazers,103
169,Los Angeles Clippers,93,Atlanta Hawks,104
170,Oklahoma City Thunder,116,Philadelphia 76ers,109
171,Charlotte Bobcats,108,Washington Wizards,106
172,Cleveland Cavaliers,108,Miami Heat,110
173,Los Angeles Lakers,115,Dallas Mavericks,89
174,Chicago Bulls,93,Milwaukee Bucks,86
175,Utah Jazz,97,Sacramento Kings,108
176,Minnesota Timberwolves,85,Golden State Warriors,96
177,Detroit Pistons,100,New York Knicks,121
178,San Antonio Spurs,111,Toronto Raptors,106
179,Portland Trail Blazers,85,Brooklyn Nets,98
180,Boston Celtics,116,Orlando Magic,110
181,Phoenix Suns,101,Philadelphia 76ers,104
182,New Orleans Hornets,84,Denver Nuggets,102
183,New York Knicks,89,Brooklyn Nets,96
184,San Antonio Spurs,118,Washington Wizards,92
185,Portland Trail Blazers,101,Detroit Pistons,108
186,Milwaukee Bucks,93,Chicago Bulls,92
187,Cleveland Cavaliers,78,Memphis Grizzlies,84
188,Charlotte Bobcats,69,Oklahoma City Thunder,114
189,Denver Nuggets,103,Utah Jazz,105
190,New Orleans Hornets,105,Los Angeles Clippers,98
191,Phoenix Suns,91,Cleveland Cavaliers,78
192,Dallas Mavericks,98,Philadelphia 76ers,100
193,Toronto Raptors,101,Houston Rockets,117
194,Minnesota Timberwolves,97,Sacramento Kings,89
195,Indiana Pacers,79,Los Angeles Lakers,77
196,San Antonio Spurs,110,Orlando Magic,89
197,Portland Trail Blazers,82,Washington Wizards,84
198,Charlotte Bobcats,91,Atlanta Hawks,94
199,Brooklyn Nets,95,Boston Celtics,83
200,Phoenix Suns,77,Detroit Pistons,117
201,Dallas Mavericks,78,Chicago Bulls,101
202,Toronto Raptors,82,Memphis Grizzlies,103
203,New York Knicks,102,Milwaukee Bucks,88
204,Utah Jazz,96,New Orleans Hornets,84
205,Houston Rockets,98,Oklahoma City Thunder,120
206,Minnesota Timberwolves,95,Los Angeles Clippers,101
207,San Antonio Spurs,100,Miami Heat,105
208,Denver Nuggets,105,Golden State Warriors,106
209,Philadelphia 76ers,104,Charlotte Bobcats,98
210,Brooklyn Nets,98,Orlando Magic,86
211,Phoenix Suns,97,Toronto Raptors,101
212,Cleveland Cavaliers,113,Atlanta Hawks,111
213,Portland Trail Blazers,78,Boston Celtics,96
214,Washington Wizards,87,New York Knicks,108
215,Detroit Pistons,78,Memphis Grizzlies,90
216,Milwaukee Bucks,85,Minnesota Timberwolves,95
217,Utah Jazz,94,Oklahoma City Thunder,106
218,Indiana Pacers,97,Sacramento Kings,92
219,Denver Nuggets,103,Los Angeles Lakers,122
