,Team1,1pts,Team2,2pts
98,Chicago Bulls,128,Orlando Magic,125
99,Charlotte Bobcats,92,Philadelphia 76ers,95
100,Miami Heat,97,Washington Wizards,114
101,Toronto Raptors,83,Boston Celtics,88
102,Memphis Grizzlies,82,Milwaukee Bucks,77
103,Sacramento Kings,111,Minnesota Timberwolves,108
104,Houston Rockets,103,New Orleans Pelicans,100
105,Utah Jazz,105,San Antonio Spurs,109
106,Los Angeles Lakers,114,Phoenix Suns,121
107,Cleveland Cavaliers,96,Portland Trail Blazers,108
108,Denver Nuggets,123,Golden State Warriors,116
109,Dallas Mavericks,127,Los Angeles Clippers,129
110,Brooklyn Nets,127,Atlanta Hawks,110
111,New York Knicks,89,Indiana Pacers,117
112,Oklahoma City Thunder,104,Houston Rockets,92
113,Los Angeles Clippers,109,New York Knicks,95
114,Charlotte Bobcats,111,Orlando Magic,101
115,Miami Heat,101,Philadelphia 76ers,86
116,Minnesota Timberwolves,89,Toronto Raptors,94
117,Chicago Bulls,93,Washington Wizards,96
118,Los Angeles Lakers,107,Boston Celtics,104
119,Utah Jazz,110,Detroit Pistons,89
120,Sacramento Kings,90,Memphis Grizzlies,91
121,Portland Trail Blazers,109,San Antonio Spurs,100
122,Cleveland Cavaliers,117,Denver Nuggets,109
123,Dallas Mavericks,110,Phoenix Suns,107
124,Golden State Warriors,121,Oklahoma City Thunder,127
125,Los Angeles Clippers,92,Indiana Pacers,106
126,Detroit Pistons,104,Washington Wizards,98
127,Miami Heat,104,Charlotte Bobcats,96
128,Philadelphia 76ers,78,Chicago Bulls,103
129,Milwaukee Bucks,104,Houston Rockets,114
130,Utah Jazz,72,Minnesota Timberwolves,98
131,Golden State Warriors,97,New Orleans Pelicans,87
132,Portland Trail Blazers,127,Dallas Mavericks,111
133,Los Angeles Lakers,112,Toronto Raptors,106
134,Boston Celtics,91,Orlando Magic,93
135,Sacramento Kings,93,Oklahoma City Thunder,108
136,Milwaukee Bucks,82,San Antonio Spurs,110
137,Denver Nuggets,103,Phoenix Suns,117
138,Dallas Mavericks,102,Cleveland Cavaliers,97
139,Los Angeles Clippers,112,Detroit Pistons,103
140,Toronto Raptors,95,Charlotte Bobcats,100
141,Philadelphia 76ers,99,Washington Wizards,107
142,Brooklyn Nets,103,New York Knicks,80
143,New Orleans Pelicans,95,Memphis Grizzlies,92
144,Miami Heat,114,Atlanta Hawks,121
145,Los Angeles Lakers,100,Chicago Bulls,102
146,Portland Trail Blazers,113,Houston Rockets,126
147,Indiana Pacers,102,Golden State Warriors,94
148,Orlando Magic,90,Brooklyn Nets,101
149,Boston Celtics,86,Miami Heat,93
150,Sacramento Kings,114,New Orleans Pelicans,97
151,Portland Trail Blazers,97,Oklahoma City Thunder,105
152,Minnesota Timberwolves,112,Utah Jazz,97
153,Los Angeles Clippers,91,Charlotte Bobcats,95
154,Chicago Bulls,98,Cleveland Cavaliers,87
155,Atlanta Hawks,112,Orlando Magic,109
156,Dallas Mavericks,85,Toronto Raptors,93
157,Boston Celtics,113,Washington Wizards,111
158,Philadelphia 76ers,110,New York Knicks,106
159,Sacramento Kings,98,Houston Rockets,119
160,Detroit Pistons,101,Milwaukee Bucks,104
161,Oklahoma City Thunder,111,San Antonio Spurs,105
162,Indiana Pacers,100,Phoenix Suns,124
163,Los Angeles Lakers,102,Miami Heat,109
164,Denver Nuggets,105,Portland Trail Blazers,110
165,Los Angeles Lakers,105,Orlando Magic,114
166,Toronto Raptors,104,Philadelphia 76ers,95
167,San Antonio Spurs,105,Atlanta Hawks,79
168,Oklahoma City Thunder,101,Boston Celtics,83
169,Dallas Mavericks,106,Brooklyn Nets,107
170,Milwaukee Bucks,78,Cleveland Cavaliers,93
171,New Orleans Pelicans,103,Detroit Pistons,101
172,Charlotte Bobcats,96,New York Knicks,125
173,Los Angeles Clippers,112,Chicago Bulls,95
174,Memphis Grizzlies,88,Houston Rockets,87
175,Washington Wizards,101,Phoenix Suns,95
176,Indiana Pacers,116,Sacramento Kings,111
177,Minnesota Timberwolves,121,Golden State Warriors,120
178,Chicago Bulls,89,Charlotte Bobcats,87
179,Los Angeles Clippers,126,Toronto Raptors,118
180,Oklahoma City Thunder,103,Philadelphia 76ers,91
181,Houston Rockets,81,Memphis Grizzlies,99
182,Atlanta Hawks,112,Milwaukee Bucks,87
183,Indiana Pacers,96,Denver Nuggets,109
184,Washington Wizards,101,Utah Jazz,104
185,Minnesota Timberwolves,104,Portland Trail Blazers,115
186,San Antonio Spurs,101,Miami Heat,113
187,Los Angeles Lakers,103,New York Knicks,110
188,Phoenix Suns,99,Cleveland Cavaliers,90
189,Orlando Magic,92,New Orleans Pelicans,100
190,Brooklyn Nets,85,Boston Celtics,79
191,Detroit Pistons,106,Dallas Mavericks,116
192,Portland Trail Blazers,88,Golden State Warriors,103
193,Denver Nuggets,125,Sacramento Kings,117
194,Phoenix Suns,124,Philadelphia 76ers,113
195,Toronto Raptors,104,Brooklyn Nets,103
196,Minnesota Timberwolves,95,Chicago Bulls,86
197,Los Angeles Clippers,114,Milwaukee Bucks,86
198,Atlanta Hawks,109,Oklahoma City Thunder,111
199,Sacramento Kings,99,Utah Jazz,106
200,New Orleans Pelicans,100,Cleveland Cavaliers,89
201,Orlando Magic,87,Detroit Pistons,103
202,Boston Celtics,88,New York Knicks,114
203,San Antonio Spurs,90,Houston Rockets,97
204,Memphis Grizzlies,98,Portland Trail Blazers,81
205,Washington Wizards,88,Golden State Warriors,85
206,Indiana Pacers,104,Los Angeles Lakers,92
207,Oklahoma City Thunder,112,Miami Heat,95
208,Orlando Magic,83,Toronto Raptors,98
209,Philadelphia 76ers,95,Boston Celtics,94
210,Phoenix Suns,126,Milwaukee Bucks,117
211,New Orleans Pelicans,77,Minnesota Timberwolves,88
212,Houston Rockets,117,Dallas Mavericks,115
213,Charlotte Bobcats,101,Denver Nuggets,98
214,Chicago Bulls,96,San Antonio Spurs,86
215,Memphis Grizzlies,99,Sacramento Kings,89
216,Washington Wizards,103,Los Angeles Clippers,110
217,Phoenix Suns,102,Indiana Pacers,94
218,Cleveland Cavaliers,86,New York Knicks,117
219,Los Angeles Clippers,92,Golden State Warriors,111
220,Milwaukee Bucks,102,Orlando Magic,113
221,Atlanta Hawks,125,Philadelphia 76ers,99
222,Oklahoma City Thunder,120,Brooklyn Nets,95
223,Memphis Grizzlies,94,Minnesota Timberwolves,90
224,Sacramento Kings,103,Dallas Mavericks,107
225,Toronto Raptors,100,Denver Nuggets,90
226,Charlotte Bobcats,110,Los Angeles Lakers,100
227,Golden State Warriors,95,Utah Jazz,90
