,Team1,1pts,Team2,2pts
70,Houston Rockets,127,Phoenix Suns,118
71,Denver Nuggets,106,Los Angeles Lakers,96
72,New York Knicks,83,Orlando Magic,89
73,Atlanta Hawks,88,Boston Celtics,89
74,San Antonio Spurs,104,Detroit Pistons,87
75,Washington Wizards,93,Toronto Raptors,95
76,Miami Heat,93,Cleveland Cavaliers,113
77,Sacramento Kings,103,Milwaukee Bucks,111
78,Golden State Warriors,94,Minnesota Timberwolves,91
79,Indiana Pacers,106,New Orleans Pelicans,93
80,Memphis Grizzlies,89,Oklahoma City Thunder,105
81,Utah Jazz,82,Dallas Mavericks,87
82,Los Angeles Lakers,86,Portland Trail Blazers,102
83,Houston Rockets,95,Los Angeles Clippers,110
84,Cleveland Cavaliers,98,Chicago Bulls,113
85,Dallas Mavericks,89,Oklahoma City Thunder,104
86,San Antonio Spurs,115,Los Angeles Clippers,119
87,New Orleans Pelicans,84,Orlando Magic,95
88,Indiana Pacers,106,Philadelphia 76ers,95
89,Toronto Raptors,105,Atlanta Hawks,80
90,Chicago Bulls,91,Detroit Pistons,100
91,Miami Heat,111,New York Knicks,87
92,Phoenix Suns,109,Minnesota Timberwolves,111
93,Cleveland Cavaliers,127,Washington Wizards,89
94,Houston Rockets,100,Dallas Mavericks,111
95,Denver Nuggets,81,Milwaukee Bucks,89
96,Portland Trail Blazers,76,Utah Jazz,92
97,Boston Celtics,101,Sacramento Kings,109
98,San Antonio Spurs,99,Golden State Warriors,110
99,Brooklyn Nets,114,Los Angeles Lakers,105
100,Oklahoma City Thunder,110,Charlotte Hornets,103
101,New Orleans Pelicans,105,Miami Heat,91
102,Phoenix Suns,107,Chicago Bulls,112
103,Toronto Raptors,76,Houston Rockets,98
104,Sacramento Kings,99,Los Angeles Clippers,126
105,Cleveland Cavaliers,101,New York Knicks,83
106,Washington Wizards,89,Detroit Pistons,106
107,Atlanta Hawks,97,Milwaukee Bucks,86
108,Golden State Warriors,98,Indiana Pacers,104
109,Philadelphia 76ers,98,Orlando Magic,103
110,Denver Nuggets,94,Oklahoma City Thunder,119
111,Charlotte Hornets,81,Dallas Mavericks,92
112,Memphis Grizzlies,98,Portland Trail Blazers,92
113,Boston Celtics,111,Los Angeles Lakers,118
114,Philadelphia 76ers,108,Miami Heat,119
115,Milwaukee Bucks,71,Chicago Bulls,87
116,Minnesota Timberwolves,102,Houston Rockets,113
117,Toronto Raptors,97,New Orleans Pelicans,100
118,Brooklyn Nets,110,Denver Nuggets,82
119,Boston Celtics,115,Phoenix Suns,110
120,San Antonio Spurs,81,Utah Jazz,90
121,Memphis Grizzlies,90,Los Angeles Clippers,87
122,Golden State Warriors,114,Washington Wizards,107
123,Cleveland Cavaliers,102,Detroit Pistons,93
124,Indiana Pacers,92,Oklahoma City Thunder,105
125,Toronto Raptors,92,Dallas Mavericks,99
126,Miami Heat,93,Orlando Magic,90
127,Dallas Mavericks,87,Atlanta Hawks,104
128,New York Knicks,94,Boston Celtics,115
129,Charlotte Hornets,98,Chicago Bulls,86
130,Los Angeles Clippers,105,Houston Rockets,110
131,Philadelphia 76ers,88,Milwaukee Bucks,104
132,Washington Wizards,77,Minnesota Timberwolves,97
133,Brooklyn Nets,96,New Orleans Pelicans,102
134,Phoenix Suns,110,Denver Nuggets,96
135,Los Angeles Lakers,100,Utah Jazz,97
136,Memphis Grizzlies,90,Sacramento Kings,102
137,San Antonio Spurs,95,Portland Trail Blazers,111
138,Golden State Warriors,99,Cleveland Cavaliers,110
139,Oklahoma City Thunder,113,Phoenix Suns,117
140,Cleveland Cavaliers,86,Indiana Pacers,93
141,Washington Wizards,81,Philadelphia 76ers,89
142,Orlando Magic,88,Atlanta Hawks,95
143,Charlotte Hornets,98,Boston Celtics,106
144,New York Knicks,121,Detroit Pistons,115
145,Golden State Warriors,113,Toronto Raptors,89
146,Minnesota Timberwolves,89,Chicago Bulls,96
147,Brooklyn Nets,98,Houston Rockets,102
148,Los Angeles Clippers,97,Memphis Grizzlies,79
149,Miami Heat,102,New Orleans Pelicans,104
150,Utah Jazz,104,Denver Nuggets,82
151,San Antonio Spurs,107,Sacramento Kings,96
152,Milwaukee Bucks,93,Los Angeles Lakers,101
153,Oklahoma City Thunder,112,Portland Trail Blazers,115
154,Detroit Pistons,95,Washington Wizards,99
155,Atlanta Hawks,93,Miami Heat,91
156,Toronto Raptors,98,New York Knicks,103
157,Memphis Grizzlies,101,Minnesota Timberwolves,97
158,Brooklyn Nets,104,Dallas Mavericks,94
159,San Antonio Spurs,101,Phoenix Suns,74
160,Milwaukee Bucks,75,Utah Jazz,82
