,Team1,1pts,Team2,2pts
92,Philadelphia 76ers,114,New Orleans Pelicans,121
93,Indiana Pacers,101,Oklahoma City Thunder,98
94,Houston Rockets,116,Phoenix Suns,100
95,Golden State Warriors,105,Portland Trail Blazers,137
96,Denver Nuggets,110,Sacramento Kings,116
97,San Antonio Spurs,119,Los Angeles Lakers,113
98,Boston Celtics,93,Utah Jazz,111
99,Milwaukee Bucks,117,Atlanta Hawks,109
100,Washington Wizards,94,Miami Heat,114
101,New York Knicks,103,Minnesota Timberwolves,95
102,Golden State Warriors,115,Los Angeles Clippers,112
103,New Orleans Pelicans,111,Detroit Pistons,106
104,Cleveland Cavaliers,115,Oklahoma City Thunder,92
105,Boston Celtics,121,Denver Nuggets,101
106,San Antonio Spurs,118,Phoenix Suns,111
107,Charlotte Hornets,104,Brooklyn Nets,96
108,Indiana Pacers,105,Orlando Magic,102
109,Memphis Grizzlies,85,Toronto Raptors,98
110,Philadelphia 76ers,103,Dallas Mavericks,129
111,Los Angeles Lakers,115,Chicago Bulls,126
112,Utah Jazz,111,Portland Trail Blazers,115
113,Detroit Pistons,96,Cleveland Cavaliers,88
114,Indiana Pacers,93,Miami Heat,101
115,Toronto Raptors,122,New York Knicks,95
116,Golden State Warriors,102,Atlanta Hawks,92
117,Los Angeles Lakers,101,Milwaukee Bucks,108
118,Boston Celtics,122,Minnesota Timberwolves,124
119,Phoenix Suns,84,Los Angeles Clippers,124
120,Orlando Magic,124,Philadelphia 76ers,115
121,New Orleans Pelicans,89,Washington Wizards,109
122,Sacramento Kings,114,Denver Nuggets,110
123,Houston Rockets,114,Utah Jazz,117
124,Brooklyn Nets,104,Portland Trail Blazers,112
125,Charlotte Hornets,103,Cleveland Cavaliers,114
126,New York Knicks,105,Indiana Pacers,108
127,Philadelphia 76ers,91,Detroit Pistons,111
128,Golden State Warriors,118,Miami Heat,112
129,Minnesota Timberwolves,105,Toronto Raptors,114
130,Washington Wizards,104,Chicago Bulls,109
131,Los Angeles Lakers,119,Memphis Grizzlies,128
132,Oklahoma City Thunder,116,Dallas Mavericks,103
133,Denver Nuggets,87,Los Angeles Clippers,81
134,San Antonio Spurs,108,Sacramento Kings,92
135,Golden State Warriors,130,Orlando Magic,114
136,Milwaukee Bucks,107,Boston Celtics,112
137,Oklahoma City Thunder,119,New Orleans Pelicans,123
138,Brooklyn Nets,116,Phoenix Suns,106
139,Houston Rockets,119,Portland Trail Blazers,105
140,San Antonio Spurs,96,Utah Jazz,78
141,Charlotte Hornets,96,Indiana Pacers,95
142,Washington Wizards,103,Philadelphia 76ers,94
143,Orlando Magic,95,New York Knicks,108
144,Cleveland Cavaliers,97,Toronto Raptors,99
145,Chicago Bulls,88,Atlanta Hawks,103
146,Denver Nuggets,116,Dallas Mavericks,122
147,Los Angeles Clippers,117,Sacramento Kings,107
148,Memphis Grizzlies,112,Los Angeles Lakers,95
149,Miami Heat,89,Boston Celtics,101
150,Minnesota Timberwolves,112,New Orleans Pelicans,110
151,Portland Trail Blazers,103,Chicago Bulls,95
152,San Antonio Spurs,104,Houston Rockets,94
153,Detroit Pistons,102,Milwaukee Bucks,91
154,Golden State Warriors,121,Oklahoma City Thunder,118
155,Memphis Grizzlies,106,Phoenix Suns,111
156,Brooklyn Nets,98,Utah Jazz,96
157,Cleveland Cavaliers,99,Washington Wizards,113
158,Charlotte Hornets,76,Atlanta Hawks,87
159,Toronto Raptors,101,Detroit Pistons,114
160,Portland Trail Blazers,111,Indiana Pacers,102
161,Philadelphia 76ers,116,Orlando Magic,130
162,Minnesota Timberwolves,101,Dallas Mavericks,128
163,Miami Heat,98,New York Knicks,81
164,Indiana Pacers,96,Cleveland Cavaliers,100
165,Philadelphia 76ers,108,Washington Wizards,116
166,Utah Jazz,95,Boston Celtics,100
167,Houston Rockets,121,Milwaukee Bucks,128
168,Memphis Grizzlies,103,Denver Nuggets,96
169,Oklahoma City Thunder,131,Sacramento Kings,116
170,Brooklyn Nets,95,Los Angeles Clippers,105
