,Team1,1pts,Team2,2pts
65,Detroit Pistons,117,Minnesota Timberwolves,90
66,Houston Rockets,102,Oklahoma City Thunder,99
67,Indiana Pacers,103,Dallas Mavericks,111
68,Phoenix Suns,119,Los Angeles Lakers,115
69,New York Knicks,103,Sacramento Kings,100
70,Portland Trail Blazers,111,Indiana Pacers,118
71,Denver Nuggets,121,Orlando Magic,113
72,Milwaukee Bucks,105,Washington Wizards,110
73,Charlotte Hornets,105,Cleveland Cavaliers,116
74,Miami Heat,100,Chicago Bulls,105
75,Dallas Mavericks,87,Houston Rockets,109
76,Golden State Warriors,89,Memphis Grizzlies,110
77,Brooklyn Nets,101,San Antonio Spurs,130
78,Sacramento Kings,84,Utah Jazz,104
79,New Orleans Pelicans,105,Los Angeles Clippers,133
80,Philadelphia 76ers,97,Detroit Pistons,79
81,Golden State Warriors,116,Minnesota Timberwolves,108
82,Boston Celtics,96,Oklahoma City Thunder,99
83,New Orleans Pelicans,120,Phoenix Suns,119
84,New York Knicks,118,Los Angeles Lakers,112
85,Charlotte Hornets,94,Indiana Pacers,110
86,Washington Wizards,101,Miami Heat,112
87,Milwaukee Bucks,100,Toronto Raptors,122
88,Brooklyn Nets,118,Houston Rockets,122
89,Denver Nuggets,92,Dallas Mavericks,112
90,Portland Trail Blazers,120,Los Angeles Clippers,121
91,Los Angeles Lakers,92,Sacramento Kings,116
92,Memphis Grizzlies,86,Cleveland Cavaliers,103
93,Orlando Magic,131,Atlanta Hawks,120
94,Minnesota Timberwolves,99,Chicago Bulls,94
95,Golden State Warriors,113,New Orleans Pelicans,109
96,New York Knicks,111,Phoenix Suns,113
97,Oklahoma City Thunder,95,Portland Trail Blazers,114
98,Indiana Pacers,89,Miami Heat,95
99,Los Angeles Clippers,113,Orlando Magic,108
100,Toronto Raptors,123,Philadelphia 76ers,114
101,Charlotte Hornets,106,Washington Wizards,109
102,Los Angeles Lakers,97,Brooklyn Nets,107
103,Sacramento Kings,98,Houston Rockets,132
104,Cleveland Cavaliers,85,Memphis Grizzlies,93
105,Detroit Pistons,95,Dallas Mavericks,85
106,Oklahoma City Thunder,89,Utah Jazz,109
107,Boston Celtics,101,San Antonio Spurs,108
108,Chicago Bulls,97,Milwaukee Bucks,108
109,Indiana Pacers,95,New Orleans Pelicans,102
110,Portland Trail Blazers,120,Denver Nuggets,132
111,San Antonio Spurs,107,Phoenix Suns,92
112,New York Knicks,90,Golden State Warriors,103
113,Brooklyn Nets,111,Orlando Magic,118
114,Detroit Pistons,108,Washington Wizards,122
115,Charlotte Hornets,88,Boston Celtics,96
116,Atlanta Hawks,125,Toronto Raptors,121
117,Milwaukee Bucks,95,Chicago Bulls,69
118,New Orleans Pelicans,100,Houston Rockets,122
119,Sacramento Kings,96,Memphis Grizzlies,92
120,Los Angeles Clippers,102,Miami Heat,98
121,Los Angeles Lakers,100,Philadelphia 76ers,89
122,Dallas Mavericks,100,Utah Jazz,103
123,Phoenix Suns,101,Oklahoma City Thunder,114
124,Indiana Pacers,105,Detroit Pistons,90
125,Charlotte Hornets,107,Atlanta Hawks,99
126,Los Angeles Lakers,108,Cleveland Cavaliers,119
127,Houston Rockets,111,Minnesota Timberwolves,109
128,New York Knicks,114,Denver Nuggets,127
129,Portland Trail Blazers,90,Golden State Warriors,135
130,Los Angeles Clippers,110,Washington Wizards,117
131,Sacramento Kings,79,Dallas Mavericks,99
132,Utah Jazz,82,Memphis Grizzlies,73
133,Boston Celtics,105,Miami Heat,95
134,Toronto Raptors,109,Orlando Magic,79
135,Brooklyn Nets,107,Philadelphia 76ers,108
136,New Orleans Pelicans,100,San Antonio Spurs,113
137,Washington Wizards,105,Indiana Pacers,107
138,Detroit Pistons,82,Chicago Bulls,113
139,Phoenix Suns,108,Minnesota Timberwolves,115
140,Atlanta Hawks,110,Oklahoma City Thunder,108
141,Dallas Mavericks,107,Denver Nuggets,117
142,Los Angeles Lakers,113,Charlotte Hornets,117
143,New Orleans Pelicans,108,Philadelphia 76ers,93
144,Orlando Magic,136,Miami Heat,130
145,Indiana Pacers,111,New York Knicks,118
146,Brooklyn Nets,104,Toronto Raptors,116
147,San Antonio Spurs,102,Houston Rockets,100
148,Boston Celtics,112,Memphis Grizzlies,109
149,Cleveland Cavaliers,114,Milwaukee Bucks,108
150,Utah Jazz,74,Golden State Warriors,104
151,Denver Nuggets,102,Los Angeles Clippers,119
152,Portland Trail Blazers,121,Sacramento Kings,126
153,Milwaukee Bucks,102,Cleveland Cavaliers,113
154,Minnesota Timberwolves,92,Atlanta Hawks,84
155,Memphis Grizzlies,98,Detroit Pistons,86
156,Washington Wizards,107,Chicago Bulls,97
157,Oklahoma City Thunder,121,New Orleans Pelicans,110
158,Houston Rockets,125,Phoenix Suns,111
159,Sacramento Kings,94,Utah Jazz,93
160,Dallas Mavericks,96,Portland Trail Blazers,95
161,Boston Celtics,109,Indiana Pacers,102
162,Golden State Warriors,117,Brooklyn Nets,101
163,Orlando Magic,95,New York Knicks,106
164,Los Angeles Lakers,107,Miami Heat,115
165,San Antonio Spurs,101,Los Angeles Clippers,106
166,Chicago Bulls,91,Charlotte Hornets,103
167,Los Angeles Lakers,90,Orlando Magic,109
168,Oklahoma City Thunder,117,Boston Celtics,112
169,Brooklyn Nets,99,Cleveland Cavaliers,119
170,Golden State Warriors,119,Detroit Pistons,113
171,Houston Rockets,109,Memphis Grizzlies,115
172,Washington Wizards,96,Milwaukee Bucks,123
173,Sacramento Kings,109,Minnesota Timberwolves,105
174,Miami Heat,87,New Orleans Pelicans,91
175,Atlanta Hawks,109,Denver Nuggets,108
176,Philadelphia 76ers,116,Phoenix Suns,123
177,Toronto Raptors,104,Utah Jazz,98
178,San Antonio Spurs,110,Portland Trail Blazers,90
179,Dallas Mavericks,90,Los Angeles Clippers,88
180,Boston Celtics,119,New York Knicks,114
181,Golden State Warriors,108,Cleveland Cavaliers,109
182,Chicago Bulls,100,San Antonio Spurs,119
183,Minnesota Timberwolves,100,Oklahoma City Thunder,112
184,Los Angeles Clippers,102,Los Angeles Lakers,111
185,Memphis Grizzlies,102,Orlando Magic,112
186,Milwaukee Bucks,102,Washington Wizards,107
187,Charlotte Hornets,118,Brooklyn Nets,120
188,Cleveland Cavaliers,90,Detroit Pistons,106
189,Indiana Pacers,85,Chicago Bulls,90
190,Phoenix Suns,115,Houston Rockets,131
191,Atlanta Hawks,90,Minnesota Timberwolves,104
192,Dallas Mavericks,104,New Orleans Pelicans,111
193,Toronto Raptors,95,Portland Trail Blazers,91
194,Denver Nuggets,106,Los Angeles Clippers,102
195,Philadelphia 76ers,100,Sacramento Kings,102
196,Memphis Grizzlies,103,Boston Celtics,113
197,Oklahoma City Thunder,106,Miami Heat,94
198,Houston Rockets,123,Dallas Mavericks,107
199,Utah Jazz,102,Los Angeles Lakers,100
200,Charlotte Hornets,120,Orlando Magic,101
201,Indiana Pacers,105,Washington Wizards,111
202,New York Knicks,98,Atlanta Hawks,102
203,Milwaukee Bucks,119,Detroit Pistons,94
204,Brooklyn Nets,99,Chicago Bulls,101
205,Los Angeles Clippers,98,New Orleans Pelicans,102
206,Phoenix Suns,98,San Antonio Spurs,119
207,Minnesota Timberwolves,103,Denver Nuggets,105
208,Sacramento Kings,89,Portland Trail Blazers,102
209,Toronto Raptors,111,Golden State Warriors,121
210,Miami Heat,82,Charlotte Hornets,91
211,Boston Celtics,118,Cleveland Cavaliers,124
212,Oklahoma City Thunder,80,Memphis Grizzlies,114
213,Toronto Raptors,91,Phoenix Suns,99
214,Philadelphia 76ers,83,Utah Jazz,100
215,Dallas Mavericks,101,Los Angeles Lakers,89
216,Chicago Bulls,101,Indiana Pacers,111
217,Brooklyn Nets,95,Washington Wizards,118
218,Miami Heat,114,Boston Celtics,117
219,Detroit Pistons,98,Atlanta Hawks,105
220,Los Angeles Clippers,116,Houston Rockets,140
221,Milwaukee Bucks,99,Minnesota Timberwolves,116
222,New York Knicks,92,New Orleans Pelicans,104
223,Portland Trail Blazers,94,San Antonio Spurs,110
224,Philadelphia 76ers,124,Denver Nuggets,122
225,Dallas Mavericks,99,Golden State Warriors,108
226,Memphis Grizzlies,112,Sacramento Kings,98
227,Milwaukee Bucks,116,Chicago Bulls,96
228,Cleveland Cavaliers,121,Charlotte Hornets,109
229,New York Knicks,122,Houston Rockets,129
230,Los Angeles Clippers,88,Oklahoma City Thunder,114
231,Phoenix Suns,86,Utah Jazz,91
