,Team1,1pts,Team2,2pts
73,Toronto Raptors,107,San Antonio Spurs,117
74,New York Knicks,82,Utah Jazz,87
75,Detroit Pistons,85,Los Angeles Lakers,93
76,Sacramento Kings,113,Charlotte Hornets,106
77,Chicago Bulls,104,Philadelphia 76ers,95
78,Memphis Grizzlies,92,Boston Celtics,95
79,Brooklyn Nets,98,Miami Heat,104
80,Orlando Magic,91,Milwaukee Bucks,97
81,Los Angeles Clippers,120,Oklahoma City Thunder,108
82,Atlanta Hawks,102,Denver Nuggets,115
83,Minnesota Timberwolves,97,Phoenix Suns,106
84,Detroit Pistons,98,Golden State Warriors,105
85,Houston Rockets,100,Portland Trail Blazers,105
86,Milwaukee Bucks,103,Indiana Pacers,109
87,Memphis Grizzlies,87,Washington Wizards,107
88,Houston Rockets,91,Utah Jazz,109
89,Cleveland Cavaliers,128,San Antonio Spurs,125
90,New York Knicks,101,Los Angeles Lakers,94
91,Chicago Bulls,91,Charlotte Hornets,101
92,Sacramento Kings,107,Philadelphia 76ers,114
93,Orlando Magic,88,Boston Celtics,95
94,Miami Heat,92,Toronto Raptors,102
95,Minnesota Timberwolves,99,Oklahoma City Thunder,113
96,Los Angeles Clippers,99,Dallas Mavericks,129
97,Golden State Warriors,103,Denver Nuggets,114
98,Atlanta Hawks,96,Phoenix Suns,87
99,Detroit Pistons,99,Portland Trail Blazers,118
100,Boston Celtics,93,Indiana Pacers,89
101,Sacramento Kings,97,Washington Wizards,113
102,Brooklyn Nets,94,Philadelphia 76ers,87
103,Milwaukee Bucks,83,Memphis Grizzlies,96
104,Detroit Pistons,85,Utah Jazz,88
105,New York Knicks,94,Golden State Warriors,125
106,Chicago Bulls,100,Oklahoma City Thunder,109
107,Houston Rockets,100,Los Angeles Clippers,98
108,Denver Nuggets,118,New Orleans Pelicans,111
109,Cleveland Cavaliers,123,Orlando Magic,108
110,Minnesota Timberwolves,97,San Antonio Spurs,123
111,Portland Trail Blazers,113,Toronto Raptors,97
112,New York Knicks,89,Phoenix Suns,102
113,Atlanta Hawks,91,Los Angeles Lakers,86
114,Toronto Raptors,117,Indiana Pacers,98
115,Portland Trail Blazers,97,Washington Wizards,105
116,Philadelphia 76ers,89,Boston Celtics,108
117,Denver Nuggets,81,Memphis Grizzlies,92
118,Cleveland Cavaliers,92,Miami Heat,106
119,Brooklyn Nets,122,Minnesota Timberwolves,106
120,Oklahoma City Thunder,115,Dallas Mavericks,119
121,Charlotte Hornets,66,Utah Jazz,94
122,Atlanta Hawks,110,Sacramento Kings,103
123,Los Angeles Lakers,105,Golden State Warriors,108
124,Memphis Grizzlies,95,Detroit Pistons,105
125,San Antonio Spurs,100,New York Knicks,104
126,Orlando Magic,94,Houston Rockets,107
127,Milwaukee Bucks,84,New Orleans Pelicans,85
128,Charlotte Hornets,92,Los Angeles Clippers,99
129,Brooklyn Nets,92,Cleveland Cavaliers,117
130,Detroit Pistons,83,Philadelphia 76ers,94
131,Portland Trail Blazers,104,Miami Heat,108
132,Minnesota Timberwolves,100,Toronto Raptors,105
133,Indiana Pacers,86,Chicago Bulls,103
134,Orlando Magic,102,Dallas Mavericks,107
135,San Antonio Spurs,114,Milwaukee Bucks,103
136,Boston Celtics,118,Oklahoma City Thunder,122
137,Los Angeles Clippers,116,Sacramento Kings,105
138,Atlanta Hawks,95,Golden State Warriors,114
139,Washington Wizards,88,Utah Jazz,84
140,Minnesota Timberwolves,95,New York Knicks,92
141,Denver Nuggets,108,Houston Rockets,118
142,New Orleans Pelicans,72,Phoenix Suns,74
143,Utah Jazz,80,Los Angeles Lakers,73
144,Portland Trail Blazers,104,Orlando Magic,111
145,New York Knicks,81,Philadelphia 76ers,97
146,Milwaukee Bucks,127,Brooklyn Nets,129
147,Indiana Pacers,92,Cleveland Cavaliers,95
148,Denver Nuggets,91,Miami Heat,108
149,Toronto Raptors,92,Chicago Bulls,108
150,Atlanta Hawks,115,Oklahoma City Thunder,123
151,Memphis Grizzlies,112,Dallas Mavericks,101
152,Boston Celtics,89,San Antonio Spurs,101
153,Charlotte Hornets,91,Sacramento Kings,101
154,New Orleans Pelicans,96,Golden State Warriors,112
155,Washington Wizards,99,Los Angeles Clippers,113
156,Brooklyn Nets,123,Indiana Pacers,111
157,Chicago Bulls,91,Detroit Pistons,107
158,Phoenix Suns,117,Houston Rockets,102
159,Portland Trail Blazers,86,Memphis Grizzlies,97
160,Utah Jazz,91,Golden State Warriors,106
161,San Antonio Spurs,114,Atlanta Hawks,95
162,Cleveland Cavaliers,108,Milwaukee Bucks,90
163,Miami Heat,75,Oklahoma City Thunder,93
164,New Orleans Pelicans,100,Los Angeles Clippers,107
165,New York Knicks,89,Toronto Raptors,106
166,Detroit Pistons,105,Boston Celtics,97
167,Denver Nuggets,119,Orlando Magic,100
168,Washington Wizards,86,Sacramento Kings,109
169,Charlotte Hornets,109,Minnesota Timberwolves,98
170,Dallas Mavericks,92,Phoenix Suns,98
171,Philadelphia 76ers,87,Los Angeles Lakers,101
172,Houston Rockets,110,Indiana Pacers,100
173,Boston Celtics,110,Brooklyn Nets,91
174,Memphis Grizzlies,103,New York Knicks,82
175,Charlotte Hornets,86,Chicago Bulls,98
176,Minnesota Timberwolves,106,Utah Jazz,104
177,Washington Wizards,76,Golden State Warriors,107
178,Toronto Raptors,104,Detroit Pistons,108
179,San Antonio Spurs,94,Dallas Mavericks,101
180,Miami Heat,88,Milwaukee Bucks,89
181,Los Angeles Lakers,117,Oklahoma City Thunder,127
182,Philadelphia 76ers,106,Sacramento Kings,107
183,Golden State Warriors,122,Portland Trail Blazers,108
184,Brooklyn Nets,91,Charlotte Hornets,88
185,Los Angeles Clippers,111,New York Knicks,80
186,Atlanta Hawks,95,Orlando Magic,83
187,Chicago Bulls,116,Toronto Raptors,103
188,Indiana Pacers,103,Washington Wizards,101
189,Miami Heat,93,Boston Celtics,86
190,Cleveland Cavaliers,111,Memphis Grizzlies,89
191,Los Angeles Lakers,101,Minnesota Timberwolves,99
192,Houston Rockets,95,New Orleans Pelicans,93
193,Philadelphia 76ers,99,Denver Nuggets,85
194,Portland Trail Blazers,92,Utah Jazz,89
195,Oklahoma City Thunder,91,San Antonio Spurs,130
196,Sacramento Kings,108,Phoenix Suns,99
197,Indiana Pacers,107,Milwaukee Bucks,111
198,Detroit Pistons,111,Orlando Magic,97
199,Los Angeles Clippers,119,Philadelphia 76ers,98
200,Charlotte Hornets,107,Washington Wizards,110
201,Miami Heat,86,Atlanta Hawks,99
202,Cleveland Cavaliers,98,Brooklyn Nets,106
203,Boston Celtics,96,New York Knicks,92
204,Los Angeles Lakers,83,Toronto Raptors,94
205,Minnesota Timberwolves,110,Houston Rockets,120
206,Golden State Warriors,107,Memphis Grizzlies,84
207,Sacramento Kings,88,New Orleans Pelicans,102
208,Dallas Mavericks,76,San Antonio Spurs,94
209,Utah Jazz,91,Denver Nuggets,107
210,Portland Trail Blazers,87,Phoenix Suns,81
211,Atlanta Hawks,100,Charlotte Hornets,115
212,New York Knicks,80,Chicago Bulls,111
213,Golden State Warriors,108,Milwaukee Bucks,95
214,Oklahoma City Thunder,89,Utah Jazz,94
215,Denver Nuggets,114,Portland Trail Blazers,120
216,Houston Rockets,99,Washington Wizards,91
217,Los Angeles Lakers,99,Brooklyn Nets,107
218,Minnesota Timberwolves,88,New Orleans Pelicans,110
219,Philadelphia 76ers,86,Cleveland Cavaliers,87
220,Los Angeles Clippers,119,Boston Celtics,106
221,Detroit Pistons,102,Miami Heat,109
222,Dallas Mavericks,99,Indiana Pacers,104
223,Memphis Grizzlies,89,San Antonio Spurs,103
224,Oklahoma City Thunder,109,Phoenix Suns,97
225,Boston Celtics,116,Charlotte Hornets,104
226,Los Angeles Lakers,113,Philadelphia 76ers,111
227,Milwaukee Bucks,88,Atlanta Hawks,101
228,Houston Rockets,96,Toronto Raptors,99
229,Sacramento Kings,83,Memphis Grizzlies,97
230,Utah Jazz,104,Minnesota Timberwolves,84
231,Phoenix Suns,86,Portland Trail Blazers,109
232,Indiana Pacers,106,Brooklyn Nets,111
233,Atlanta Hawks,95,Detroit Pistons,105
234,San Antonio Spurs,95,Miami Heat,81
235,Golden State Warriors,110,Los Angeles Clippers,106
