,Team1,1pts,Team2,2pts
110,Los Angeles Clippers,111,Milwaukee Bucks,85
111,Boston Celtics,88,San Antonio Spurs,103
112,Memphis Grizzlies,99,Utah Jazz,86
113,Houston Rockets,96,Toronto Raptors,103
114,Los Angeles Lakers,111,Philadelphia 76ers,98
115,Denver Nuggets,122,Sacramento Kings,97
116,New Orleans Hornets,94,Portland Trail Blazers,95
117,Minnesota Timberwolves,93,Orlando Magic,102
118,Los Angeles Clippers,88,Detroit Pistons,76
119,Houston Rockets,109,New York Knicks,96
120,Chicago Bulls,71,Memphis Grizzlies,80
121,San Antonio Spurs,93,Oklahoma City Thunder,107
122,Sacramento Kings,90,Phoenix Suns,101
123,Toronto Raptors,113,Cleveland Cavaliers,99
124,Atlanta Hawks,100,Washington Wizards,95
125,Utah Jazz,92,Brooklyn Nets,90
126,Minnesota Timberwolves,92,Miami Heat,103
127,Boston Celtics,89,Chicago Bulls,100
128,Indiana Pacers,93,Milwaukee Bucks,98
129,Philadelphia 76ers,100,Dallas Mavericks,107
130,San Antonio Spurs,106,Denver Nuggets,112
131,New Orleans Hornets,96,Golden State Warriors,103
132,Charlotte Bobcats,100,Los Angeles Lakers,101
133,Utah Jazz,84,Indiana Pacers,104
134,Brooklyn Nets,86,New York Knicks,100
135,Washington Wizards,83,Orlando Magic,90
136,Detroit Pistons,91,Toronto Raptors,97
137,Oklahoma City Thunder,100,Atlanta Hawks,92
138,Cleveland Cavaliers,91,Boston Celtics,103
139,Philadelphia 76ers,103,Houston Rockets,125
140,Charlotte Bobcats,104,Phoenix Suns,121
141,Milwaukee Bucks,80,Memphis Grizzlies,90
142,Golden State Warriors,127,Sacramento Kings,131
143,New Orleans Hornets,77,Los Angeles Clippers,93
144,Oklahoma City Thunder,93,Minnesota Timberwolves,99
145,Miami Heat,110,Dallas Mavericks,95
146,Denver Nuggets,93,Portland Trail Blazers,101
147,Atlanta Hawks,80,Philadelphia 76ers,99
148,Orlando Magic,90,Toronto Raptors,93
149,Milwaukee Bucks,99,Boston Celtics,94
150,Indiana Pacers,99,Cleveland Cavaliers,89
151,Washington Wizards,68,Detroit Pistons,100
152,Chicago Bulls,110,New York Knicks,106
153,Dallas Mavericks,82,Memphis Grizzlies,92
154,New Orleans Hornets,94,San Antonio Spurs,99
155,Charlotte Bobcats,100,Golden State Warriors,115
156,Sacramento Kings,85,Los Angeles Clippers,97
157,Chicago Bulls,75,Atlanta Hawks,92
158,Detroit Pistons,96,Washington Wizards,87
159,Utah Jazz,89,Miami Heat,105
160,Memphis Grizzlies,96,Houston Rockets,121
161,Indiana Pacers,81,New Orleans Hornets,75
162,Cleveland Cavaliers,94,Milwaukee Bucks,82
163,Charlotte Bobcats,88,Denver Nuggets,110
164,Phoenix Suns,93,Portland Trail Blazers,96
165,Los Angeles Lakers,118,Golden State Warriors,115
166,Philadelphia 76ers,92,Brooklyn Nets,95
167,Minnesota Timberwolves,91,New York Knicks,94
168,Utah Jazz,97,Orlando Magic,93
169,Dallas Mavericks,91,San Antonio Spurs,129
170,Los Angeles Clippers,103,Phoenix Suns,77
171,Portland Trail Blazers,96,Sacramento Kings,108
172,Boston Celtics,93,Brooklyn Nets,76
173,New York Knicks,94,Los Angeles Lakers,100
174,Oklahoma City Thunder,97,Miami Heat,103
175,Houston Rockets,120,Chicago Bulls,97
176,Denver Nuggets,100,Los Angeles Clippers,112
177,Miami Heat,105,Charlotte Bobcats,92
178,New Orleans Hornets,97,Orlando Magic,94
179,Cleveland Cavaliers,87,Washington Wizards,84
180,Detroit Pistons,119,Atlanta Hawks,126
181,Philadelphia 76ers,99,Memphis Grizzlies,89
182,Brooklyn Nets,93,Milwaukee Bucks,108
183,Houston Rockets,87,Minnesota Timberwolves,84
184,Toronto Raptors,80,San Antonio Spurs,100
185,Los Angeles Lakers,114,Denver Nuggets,126
186,New York Knicks,99,Phoenix Suns,97
187,Golden State Warriors,94,Utah Jazz,83
188,Sacramento Kings,91,Portland Trail Blazers,109
189,Dallas Mavericks,105,Oklahoma City Thunder,111
190,Boston Celtics,77,Los Angeles Clippers,106
191,Phoenix Suns,91,Indiana Pacers,97
192,Orlando Magic,97,Washington Wizards,105
193,Charlotte Bobcats,81,Brooklyn Nets,97
194,Atlanta Hawks,102,Cleveland Cavaliers,94
195,Miami Heat,99,Detroit Pistons,109
196,Toronto Raptors,104,New Orleans Hornets,97
197,Denver Nuggets,106,Dallas Mavericks,85
198,Houston Rockets,116,San Antonio Spurs,122
199,Los Angeles Clippers,116,Utah Jazz,114
200,New York Knicks,105,Sacramento Kings,106
201,Philadelphia 76ers,89,Golden State Warriors,96
202,Portland Trail Blazers,87,Los Angeles Lakers,104
203,Indiana Pacers,100,Atlanta Hawks,109
204,New Orleans Hornets,98,Charlotte Bobcats,95
205,Toronto Raptors,123,Orlando Magic,88
206,Cleveland Cavaliers,100,Brooklyn Nets,103
207,Washington Wizards,77,Chicago Bulls,87
208,Oklahoma City Thunder,124,Houston Rockets,94
209,Denver Nuggets,72,Memphis Grizzlies,81
210,Phoenix Suns,107,Minnesota Timberwolves,111
211,Miami Heat,85,Milwaukee Bucks,104
212,Philadelphia 76ers,85,Portland Trail Blazers,89
213,Boston Celtics,83,Golden State Warriors,101
214,San Antonio Spurs,111,Dallas Mavericks,86
215,Milwaukee Bucks,94,Detroit Pistons,96
216,Boston Celtics,96,Sacramento Kings,118
217,Utah Jazz,96,Los Angeles Clippers,107
218,Charlotte Bobcats,91,Chicago Bulls,81
219,Memphis Grizzlies,83,Indiana Pacers,88
220,Miami Heat,112,Orlando Magic,110
221,Atlanta Hawks,104,Houston Rockets,123
222,Brooklyn Nets,73,San Antonio Spurs,104
223,Phoenix Suns,96,Oklahoma City Thunder,114
