,Team1,1pts,Team2,2pts
160,Denver Nuggets,82,Charlotte Hornets,110
161,Toronto Raptors,120,Chicago Bulls,129
162,Portland Trail Blazers,95,Houston Rockets,110
163,Utah Jazz,97,Memphis Grizzlies,91
164,Atlanta Hawks,105,Dallas Mavericks,102
165,Los Angeles Clippers,118,San Antonio Spurs,125
166,Sacramento Kings,108,Golden State Warriors,128
167,Minnesota Timberwolves,104,Cleveland Cavaliers,125
168,New Orleans Pelicans,84,Indiana Pacers,96
169,Boston Celtics,95,Orlando Magic,100
170,Chicago Bulls,99,Washington Wizards,91
171,Los Angeles Clippers,104,Atlanta Hawks,107
172,Denver Nuggets,96,Brooklyn Nets,102
173,Philadelphia 76ers,91,Miami Heat,87
174,Charlotte Hornets,108,Milwaukee Bucks,101
175,Portland Trail Blazers,115,Oklahoma City Thunder,111
176,Dallas Mavericks,115,Phoenix Suns,124
177,Golden State Warriors,105,Los Angeles Lakers,115
178,Washington Wizards,102,New York Knicks,91
179,Oklahoma City Thunder,114,San Antonio Spurs,106
180,Cleveland Cavaliers,91,Miami Heat,101
181,Los Angeles Lakers,93,Chicago Bulls,113
182,Golden State Warriors,86,Los Angeles Clippers,100
183,Brooklyn Nets,109,Boston Celtics,107
184,Cleveland Cavaliers,98,Orlando Magic,89
185,Milwaukee Bucks,107,Atlanta Hawks,77
186,Indiana Pacers,109,Detroit Pistons,119
187,Houston Rockets,117,Memphis Grizzlies,111
188,San Antonio Spurs,90,New Orleans Pelicans,97
189,Charlotte Hornets,75,Oklahoma City Thunder,98
190,Los Angeles Lakers,98,Dallas Mavericks,102
191,Minnesota Timberwolves,102,Denver Nuggets,106
192,Philadelphia 76ers,93,Portland Trail Blazers,114
193,Phoenix Suns,115,Sacramento Kings,106
194,Toronto Raptors,110,Los Angeles Clippers,98
195,Orlando Magic,102,Charlotte Hornets,94
196,Boston Celtics,88,Washington Wizards,101
197,Memphis Grizzlies,103,Miami Heat,95
198,Indiana Pacers,110,Brooklyn Nets,85
199,New Orleans Pelicans,100,Chicago Bulls,107
200,Atlanta Hawks,90,Milwaukee Bucks,85
201,Philadelphia 76ers,71,Utah Jazz,88
202,New York Knicks,129,Sacramento Kings,135
203,Minnesota Timberwolves,97,Golden State Warriors,110
204,Detroit Pistons,103,Cleveland Cavaliers,80
205,Houston Rockets,106,San Antonio Spurs,110
206,Oklahoma City Thunder,107,Dallas Mavericks,112
207,Toronto Raptors,116,Denver Nuggets,102
208,New York Knicks,79,Portland Trail Blazers,101
209,Phoenix Suns,116,Los Angeles Lakers,107
210,Milwaukee Bucks,104,Charlotte Hornets,94
211,Chicago Bulls,92,Indiana Pacers,90
212,Sacramento Kings,99,Brooklyn Nets,107
213,Orlando Magic,102,Miami Heat,101
214,Washington Wizards,104,Houston Rockets,103
215,Utah Jazz,97,Los Angeles Clippers,101
216,Detroit Pistons,109,Orlando Magic,86
217,Cleveland Cavaliers,101,Atlanta Hawks,109
218,Brooklyn Nets,96,Chicago Bulls,82
219,San Antonio Spurs,87,Memphis Grizzlies,95
220,Phoenix Suns,106,New Orleans Pelicans,110
221,Washington Wizards,87,Dallas Mavericks,114
222,Los Angeles Lakers,111,Denver Nuggets,103
223,Minnesota Timberwolves,94,Utah Jazz,100
224,Toronto Raptors,97,Portland Trail Blazers,102
225,Philadelphia 76ers,86,Golden State Warriors,126
226,Sacramento Kings,84,Boston Celtics,106
227,Miami Heat,95,Indiana Pacers,106
228,New York Knicks,78,Los Angeles Clippers,99
229,Milwaukee Bucks,96,Cleveland Cavaliers,80
230,Charlotte Hornets,83,Houston Rockets,102
231,New Orleans Pelicans,93,San Antonio Spurs,95
232,Phoenix Suns,134,Oklahoma City Thunder,137
