,Team1,1pts,Team2,2pts
78,Chicago Bulls,108,New York Knicks,101
79,Detroit Pistons,103,Milwaukee Bucks,87
80,Cleveland Cavaliers,91,Denver Nuggets,98
81,Portland Trail Blazers,97,Golden State Warriors,103
82,Oklahoma City Thunder,116,Los Angeles Lakers,101
83,Orlando Magic,104,Los Angeles Clippers,101
84,Charlotte Bobcats,88,Indiana Pacers,96
85,Atlanta Hawks,83,Washington Wizards,93
86,Utah Jazz,90,Detroit Pistons,87
87,Houston Rockets,100,Philadelphia 76ers,107
88,Phoenix Suns,97,Chicago Bulls,81
89,Memphis Grizzlies,83,Dallas Mavericks,104
90,Miami Heat,128,Sacramento Kings,99
91,New Orleans Hornets,87,New York Knicks,100
92,Milwaukee Bucks,107,Toronto Raptors,96
93,Indiana Pacers,86,Brooklyn Nets,97
94,Minnesota Timberwolves,88,San Antonio Spurs,106
95,Golden State Warriors,105,Denver Nuggets,116
96,Oklahoma City Thunder,87,Portland Trail Blazers,83
97,Cleveland Cavaliers,93,Los Angeles Lakers,113
98,Orlando Magic,91,Washington Wizards,120
99,Charlotte Bobcats,89,Boston Celtics,100
100,Atlanta Hawks,58,Chicago Bulls,97
101,Los Angeles Clippers,99,Memphis Grizzlies,73
102,Minnesota Timberwolves,98,Dallas Mavericks,113
103,Oklahoma City Thunder,102,Phoenix Suns,90
104,Miami Heat,97,Utah Jazz,104
105,Cleveland Cavaliers,118,Sacramento Kings,124
106,Indiana Pacers,103,Charlotte Bobcats,76
107,New Orleans Hornets,111,Philadelphia 76ers,99
108,Toronto Raptors,106,Brooklyn Nets,113
109,Los Angeles Clippers,117,Houston Rockets,109
110,Portland Trail Blazers,111,Denver Nuggets,115
111,Milwaukee Bucks,88,Los Angeles Lakers,104
112,Indiana Pacers,86,Orlando Magic,97
113,Chicago Bulls,107,Toronto Raptors,105
114,Brooklyn Nets,95,Atlanta Hawks,109
115,New Orleans Hornets,90,Boston Celtics,78
116,Houston Rockets,100,Dallas Mavericks,105
117,Denver Nuggets,97,Oklahoma City Thunder,117
118,Memphis Grizzlies,82,San Antonio Spurs,103
119,Cleveland Cavaliers,93,Portland Trail Blazers,88
120,Washington Wizards,94,Sacramento Kings,95
121,Miami Heat,92,Golden State Warriors,75
122,New York Knicks,102,Detroit Pistons,87
123,Los Angeles Clippers,90,Minnesota Timberwolves,77
124,Milwaukee Bucks,98,Phoenix Suns,94
125,Miami Heat,99,Los Angeles Lakers,90
126,Chicago Bulls,100,Boston Celtics,99
127,Houston Rockets,95,Indiana Pacers,105
128,Charlotte Bobcats,106,Orlando Magic,100
129,Toronto Raptors,101,Philadelphia 76ers,108
130,Atlanta Hawks,89,Brooklyn Nets,94
131,Sacramento Kings,69,Memphis Grizzlies,85
132,Golden State Warriors,88,San Antonio Spurs,95
133,Washington Wizards,112,Denver Nuggets,108
134,Oklahoma City Thunder,117,Dallas Mavericks,114
135,San Antonio Spurs,98,Atlanta Hawks,93
136,Sacramento Kings,97,Charlotte Bobcats,93
137,Memphis Grizzlies,85,Chicago Bulls,82
138,Houston Rockets,79,Minnesota Timberwolves,92
139,Golden State Warriors,116,New Orleans Hornets,112
140,Cleveland Cavaliers,98,Utah Jazz,109
141,Milwaukee Bucks,110,Portland Trail Blazers,104
142,Washington Wizards,87,Los Angeles Clippers,94
143,Los Angeles Lakers,103,Toronto Raptors,108
144,Dallas Mavericks,111,Orlando Magic,105
145,Boston Celtics,88,Detroit Pistons,103
146,Oklahoma City Thunder,118,Denver Nuggets,121
147,Indiana Pacers,82,Memphis Grizzlies,81
148,Sacramento Kings,105,New Orleans Hornets,114
149,Minnesota Timberwolves,96,Atlanta Hawks,104
150,Houston Rockets,100,Charlotte Bobcats,94
151,Brooklyn Nets,88,New York Knicks,85
152,Los Angeles Clippers,99,Golden State Warriors,106
153,San Antonio Spurs,90,Philadelphia 76ers,85
154,Los Angeles Lakers,83,Chicago Bulls,95
155,Washington Wizards,98,Portland Trail Blazers,95
156,Boston Celtics,90,Cleveland Cavaliers,95
157,Orlando Magic,90,Detroit Pistons,105
158,Philadelphia 76ers,102,Milwaukee Bucks,110
159,Oklahoma City Thunder,109,Los Angeles Clippers,97
160,Atlanta Hawks,104,Charlotte Bobcats,92
161,Toronto Raptors,116,Miami Heat,123
162,Detroit Pistons,82,Chicago Bulls,85
163,Denver Nuggets,105,Houston Rockets,95
164,Los Angeles Lakers,93,Memphis Grizzlies,106
165,Brooklyn Nets,91,Minnesota Timberwolves,83
166,New Orleans Hornets,102,San Antonio Spurs,106
167,Washington Wizards,88,Utah Jazz,92
168,Indiana Pacers,80,Portland Trail Blazers,100
169,Phoenix Suns,106,Sacramento Kings,96
170,Oklahoma City Thunder,99,Golden State Warriors,104
171,Toronto Raptors,97,Orlando Magic,95
172,New York Knicks,89,Boston Celtics,86
173,Los Angeles Clippers,88,Phoenix Suns,93
174,Minnesota Timberwolves,101,Washington Wizards,114
175,Boston Celtics,111,Atlanta Hawks,123
176,Milwaukee Bucks,108,Cleveland Cavaliers,113
177,Detroit Pistons,88,Miami Heat,110
178,Golden State Warriors,87,Chicago Bulls,103
179,San Antonio Spurs,113,Dallas Mavericks,107
180,Brooklyn Nets,77,Memphis Grizzlies,101
181,Houston Rockets,100,New Orleans Hornets,82
182,Oklahoma City Thunder,105,Sacramento Kings,95
183,Utah Jazz,84,Los Angeles Lakers,102
184,New York Knicks,80,Philadelphia 76ers,97
185,Cleveland Cavaliers,99,Toronto Raptors,98
186,Chicago Bulls,73,Washington Wizards,86
187,Minnesota Timberwolves,101,Charlotte Bobcats,102
188,Brooklyn Nets,106,Houston Rockets,119
189,Golden State Warriors,102,Milwaukee Bucks,109
190,Phoenix Suns,99,San Antonio Spurs,108
191,Sacramento Kings,93,Denver Nuggets,121
192,Indiana Pacers,110,Utah Jazz,114
193,Los Angeles Clippers,100,Portland Trail Blazers,101
194,Miami Heat,98,Boston Celtics,100
195,Oklahoma City Thunder,96,Los Angeles Lakers,105
196,New Orleans Hornets,91,Memphis Grizzlies,83
197,Detroit Pistons,104,Orlando Magic,102
198,Atlanta Hawks,104,New York Knicks,106
199,Phoenix Suns,95,Dallas Mavericks,110
200,Portland Trail Blazers,83,Los Angeles Clippers,96
201,Memphis Grizzlies,103,Philadelphia 76ers,100
202,Golden State Warriors,114,Toronto Raptors,102
203,Sacramento Kings,96,Washington Wizards,94
204,Orlando Magic,77,Brooklyn Nets,97
205,Charlotte Bobcats,85,Chicago Bulls,93
206,Indiana Pacers,101,Denver Nuggets,102
207,Houston Rockets,125,Utah Jazz,80
208,Golden State Warriors,108,Cleveland Cavaliers,95
209,Milwaukee Bucks,117,Detroit Pistons,90
210,Dallas Mavericks,104,Portland Trail Blazers,106
211,New Orleans Hornets,106,Los Angeles Lakers,111
212,Detroit Pistons,79,Indiana Pacers,98
213,Washington Wizards,84,Philadelphia 76ers,92
214,Toronto Raptors,92,Atlanta Hawks,93
215,Sacramento Kings,81,Boston Celtics,99
216,Orlando Magic,97,New York Knicks,113
217,Miami Heat,105,Brooklyn Nets,85
218,Chicago Bulls,104,Milwaukee Bucks,88
219,Los Angeles Clippers,96,Minnesota Timberwolves,90
220,Charlotte Bobcats,78,San Antonio Spurs,102
221,Houston Rockets,110,Denver Nuggets,118
222,New Orleans Hornets,99,Utah Jazz,104
223,Los Angeles Lakers,86,Phoenix Suns,92
224,Memphis Grizzlies,89,Oklahoma City Thunder,106
225,Dallas Mavericks,97,Golden State Warriors,100
