,Team1,1pts,Team2,2pts
107,Chicago Bulls,86,Charlotte Bobcats,91
108,Indiana Pacers,101,Orlando Magic,86
109,Washington Wizards,118,Boston Celtics,102
110,Brooklyn Nets,85,Cleveland Cavaliers,114
111,Dallas Mavericks,105,Memphis Grizzlies,106
112,Philadelphia 76ers,100,Miami Heat,87
113,Atlanta Hawks,111,Milwaukee Bucks,103
114,Utah Jazz,136,Minnesota Timberwolves,130
115,Houston Rockets,100,New Orleans Pelicans,105
116,Toronto Raptors,92,New York Knicks,95
117,Detroit Pistons,111,Oklahoma City Thunder,112
118,Los Angeles Lakers,113,San Antonio Spurs,100
119,Golden State Warriors,116,Denver Nuggets,112
120,Los Angeles Clippers,104,Portland Trail Blazers,110
121,Phoenix Suns,104,Sacramento Kings,99
