,Team1,1pts,Team2,2pts
100,Los Angeles Lakers,117,New Orleans Pelicans,139
101,Phoenix Suns,97,Utah Jazz,107
102,Golden State Warriors,117,Portland Trail Blazers,123
103,Denver Nuggets,134,Milwaukee Bucks,123
104,Los Angeles Lakers,111,Minnesota Timberwolves,119
105,Brooklyn Nets,96,Charlotte Hornets,111
106,New York Knicks,120,Orlando Magic,113
107,Philadelphia 76ers,116,Chicago Bulls,115
108,Washington Wizards,110,Cleveland Cavaliers,103
109,Oklahoma City Thunder,110,Sacramento Kings,107
110,Los Angeles Clippers,127,Golden State Warriors,134
111,Boston Celtics,110,Detroit Pistons,98
112,Atlanta Hawks,93,Indiana Pacers,116
113,Charlotte Hornets,122,Washington Wizards,105
114,Milwaukee Bucks,122,Toronto Raptors,119
115,Minnesota Timberwolves,102,Houston Rockets,120
116,Cleveland Cavaliers,112,Memphis Grizzlies,89
117,Miami Heat,123,New Orleans Pelicans,124
118,San Antonio Spurs,119,Denver Nuggets,122
119,Los Angeles Clippers,128,Phoenix Suns,117
120,Portland Trail Blazers,100,Utah Jazz,81
121,Dallas Mavericks,102,Los Angeles Lakers,124
122,Orlando Magic,105,Philadelphia 76ers,116
123,Memphis Grizzlies,89,Miami Heat,115
124,Boston Celtics,121,New York Knicks,112
125,Oklahoma City Thunder,80,Golden State Warriors,112
126,Chicago Bulls,104,Minnesota Timberwolves,122
127,Portland Trail Blazers,106,Phoenix Suns,104
128,Dallas Mavericks,90,Utah Jazz,97
129,Los Angeles Lakers,113,Sacramento Kings,108
130,Detroit Pistons,98,Charlotte Hornets,114
131,New Orleans Pelicans,123,Milwaukee Bucks,121
132,San Antonio Spurs,110,Cleveland Cavaliers,94
133,Houston Rockets,119,Denver Nuggets,114
134,Philadelphia 76ers,94,Washington Wizards,109
135,Los Angeles Lakers,123,Atlanta Hawks,104
136,Memphis Grizzlies,98,Boston Celtics,109
137,Chicago Bulls,87,Brooklyn Nets,104
138,Golden State Warriors,125,New York Knicks,111
139,Detroit Pistons,94,Toronto Raptors,123
140,Phoenix Suns,116,New Orleans Pelicans,125
141,Orlando Magic,105,Oklahoma City Thunder,112
142,Indiana Pacers,103,Dallas Mavericks,109
143,Houston Rockets,96,Utah Jazz,85
144,Minnesota Timberwolves,118,Sacramento Kings,100
145,Chicago Bulls,103,Charlotte Hornets,118
146,Brooklyn Nets,123,Cleveland Cavaliers,129
147,Philadelphia 76ers,101,Miami Heat,102
148,Washington Wizards,107,Milwaukee Bucks,104
149,Sacramento Kings,99,Portland Trail Blazers,116
150,Los Angeles Clippers,122,Denver Nuggets,120
151,Milwaukee Bucks,87,Detroit Pistons,110
152,Toronto Raptors,117,Orlando Magic,104
153,Indiana Pacers,102,Atlanta Hawks,107
154,Charlotte Hornets,106,Boston Celtics,134
155,Phoenix Suns,110,Memphis Grizzlies,102
156,Golden State Warriors,109,Washington Wizards,101
157,Oklahoma City Thunder,111,Dallas Mavericks,110
158,New Orleans Pelicans,121,San Antonio Spurs,116
159,Houston Rockets,105,Los Angeles Clippers,92
