,Team1,1pts,Team2,2pts
170,Portland Trail Blazers,110,Minnesota Timberwolves,91
171,Houston Rockets,110,Utah Jazz,133
172,Detroit Pistons,88,Golden State Warriors,95
173,Phoenix Suns,110,San Antonio Spurs,113
174,Denver Nuggets,89,Los Angeles Lakers,95
175,Milwaukee Bucks,102,Atlanta Hawks,106
176,Washington Wizards,89,New Jersey Nets,85
177,Toronto Raptors,99,Oklahoma City Thunder,119
178,Miami Heat,80,Orlando Magic,96
179,Los Angeles Clippers,92,Sacramento Kings,97
180,New Orleans Hornets,100,Dallas Mavericks,108
