,Team1,1pts,Team2,2pts
103,Minnesota Timberwolves,107,Philadelphia 76ers,149
104,Oklahoma City Thunder,126,Atlanta Hawks,142
105,Miami Heat,86,Milwaukee Bucks,124
106,Golden State Warriors,142,Denver Nuggets,111
107,Chicago Bulls,100,Los Angeles Lakers,107
108,Orlando Magic,115,Detroit Pistons,120
109,Toronto Raptors,108,Boston Celtics,117
110,Brooklyn Nets,145,Houston Rockets,142
111,Milwaukee Bucks,111,Memphis Grizzlies,101
112,San Antonio Spurs,105,Dallas Mavericks,101
113,Cleveland Cavaliers,112,Portland Trail Blazers,129
114,New Orleans Pelicans,140,Golden State Warriors,147
115,Utah Jazz,129,Los Angeles Clippers,109
116,New York Knicks,100,Washington Wizards,101
117,Sacramento Kings,95,Charlotte Hornets,114
118,Philadelphia 76ers,120,Indiana Pacers,96
119,Phoenix Suns,109,Toronto Raptors,111
120,Chicago Bulls,105,Denver Nuggets,135
121,Los Angeles Lakers,138,Oklahoma City Thunder,128
122,Memphis Grizzlies,116,Boston Celtics,122
123,Miami Heat,93,Detroit Pistons,98
124,Brooklyn Nets,117,Orlando Magic,115
125,San Antonio Spurs,116,Minnesota Timberwolves,113
126,Cleveland Cavaliers,99,Utah Jazz,115
127,Golden State Warriors,112,Los Angeles Clippers,94
128,New Orleans Pelicans,112,Portland Trail Blazers,128
129,Oklahoma City Thunder,117,Philadelphia 76ers,115
130,Phoenix Suns,115,Charlotte Hornets,135
131,Sacramento Kings,103,Detroit Pistons,101
132,Dallas Mavericks,99,Indiana Pacers,111
133,Milwaukee Bucks,118,Orlando Magic,108
134,Boston Celtics,113,Atlanta Hawks,105
135,Memphis Grizzlies,90,Toronto Raptors,119
136,Miami Heat,117,Chicago Bulls,103
137,Los Angeles Lakers,134,Houston Rockets,138
138,Cleveland Cavaliers,102,Denver Nuggets,124
139,Charlotte Hornets,95,Indiana Pacers,120
140,Phoenix Suns,114,Minnesota Timberwolves,116
141,Los Angeles Clippers,103,San Antonio Spurs,95
142,Oklahoma City Thunder,127,New York Knicks,109
143,Chicago Bulls,104,Cleveland Cavaliers,88
144,Dallas Mavericks,106,Milwaukee Bucks,116
145,Detroit Pistons,87,Washington Wizards,101
146,Orlando Magic,122,Atlanta Hawks,103
147,Sacramento Kings,94,Brooklyn Nets,123
148,New Orleans Pelicans,105,Memphis Grizzlies,85
149,Miami Heat,99,Boston Celtics,107
150,Houston Rockets,93,Philadelphia 76ers,121
151,Portland Trail Blazers,109,Utah Jazz,104
152,Golden State Warriors,130,Los Angeles Lakers,111
153,Sacramento Kings,105,Toronto Raptors,120
154,Portland Trail Blazers,114,Oklahoma City Thunder,123
155,Los Angeles Clippers,98,Dallas Mavericks,106
156,Minnesota Timberwolves,118,Phoenix Suns,91
157,Toronto Raptors,106,Indiana Pacers,110
158,Cleveland Cavaliers,103,Boston Celtics,123
159,Orlando Magic,110,Brooklyn Nets,114
160,Los Angeles Clippers,111,Miami Heat,99
161,Houston Rockets,114,New York Knicks,110
162,Atlanta Hawks,121,Chicago Bulls,101
163,Charlotte Hornets,118,Memphis Grizzlies,107
164,Detroit Pistons,98,New Orleans Pelicans,94
165,San Antonio Spurs,120,Philadelphia 76ers,122
166,Denver Nuggets,108,Utah Jazz,114
167,New Orleans Pelicans,116,Oklahoma City Thunder,122
168,Golden State Warriors,126,Washington Wizards,118
169,Portland Trail Blazers,120,Phoenix Suns,106
170,Minnesota Timberwolves,120,Los Angeles Lakers,105
171,Washington Wizards,95,Orlando Magic,91
172,New York Knicks,99,Brooklyn Nets,109
173,Miami Heat,100,Cleveland Cavaliers,94
174,Los Angeles Clippers,106,Chicago Bulls,101
175,Toronto Raptors,119,Houston Rockets,121
176,Sacramento Kings,99,Memphis Grizzlies,96
177,Detroit Pistons,101,Dallas Mavericks,106
178,Charlotte Hornets,99,Milwaukee Bucks,108
179,Phoenix Suns,95,Denver Nuggets,132
180,Minnesota Timberwolves,102,Utah Jazz,106
181,San Antonio Spurs,126,New Orleans Pelicans,114
182,Indiana Pacers,103,Memphis Grizzlies,106
183,Golden State Warriors,115,Boston Celtics,111
184,Philadelphia 76ers,110,Denver Nuggets,126
185,Atlanta Hawks,111,Portland Trail Blazers,120
186,Cleveland Cavaliers,104,Chicago Bulls,101
187,Sacramento Kings,108,Los Angeles Clippers,122
188,Milwaukee Bucks,112,Oklahoma City Thunder,118
189,Toronto Raptors,123,Dallas Mavericks,120
190,Orlando Magic,98,Houston Rockets,103
191,Utah Jazz,125,Minnesota Timberwolves,111
192,Washington Wizards,119,San Antonio Spurs,132
193,Miami Heat,106,New York Knicks,97
194,Phoenix Suns,102,Los Angeles Lakers,116
195,New York Knicks,92,Charlotte Hornets,101
196,Golden State Warriors,132,Indiana Pacers,100
197,Brooklyn Nets,104,Boston Celtics,112
198,Denver Nuggets,95,Memphis Grizzlies,92
199,Atlanta Hawks,123,Los Angeles Clippers,118
200,Washington Wizards,113,Cleveland Cavaliers,116
201,Milwaukee Bucks,115,Detroit Pistons,105
202,Oklahoma City Thunder,126,Orlando Magic,117
203,Chicago Bulls,117,Brooklyn Nets,122
204,New Orleans Pelicans,121,Houston Rockets,116
205,Phoenix Suns,124,San Antonio Spurs,126
206,Philadelphia 76ers,121,Los Angeles Lakers,105
207,Charlotte Hornets,94,Boston Celtics,126
208,Chicago Bulls,105,Miami Heat,89
209,Dallas Mavericks,114,New York Knicks,90
210,Memphis Grizzlies,97,Minnesota Timberwolves,99
211,Denver Nuggets,105,New Orleans Pelicans,99
212,Indiana Pacers,89,Washington Wizards,107
213,Atlanta Hawks,113,Sacramento Kings,135
214,Utah Jazz,105,Portland Trail Blazers,132
215,Dallas Mavericks,89,Detroit Pistons,93
216,Indiana Pacers,100,Orlando Magic,107
217,Milwaukee Bucks,105,Toronto Raptors,92
218,Brooklyn Nets,114,San Antonio Spurs,117
219,Philadelphia 76ers,113,Golden State Warriors,104
220,Los Angeles Lakers,123,Los Angeles Clippers,120
